Día,Mes,Año,Dolar_Compra,Dolar_Venta,EBORU_Dolar_Compra,EBORU_Dolar_Venta,Euro_Compra,Euro_Venta,Arg_Compra,Arg_Venta,Br_Compra,Br_Venta
18,Junio,2020,41.25,43.65,41.85,43.05,45.22,50.45,0.17,0.63,7.48,9.48
22,Junio,2020,41.45,43.85,41.95,43.35,45.34,50.56,0.18,0.64,7.43,9.43
23,Junio,2020,41.2,43.6,41.8,43,45.28,50.51,0.17,0.63,7.57,9.57
24,Junio,2020,40.92,43.32,41.52,42.72,45.16,50.39,0.17,0.63,7.39,9.39
25,Junio,2020,40.95,43.35,41.55,42.75,45.01,50.23,0.17,0.63,7.22,9.22
26,Junio,2020,40.9,43.3,41.5,42.7,44.8,50,0.17,0.63,7.1,9.1
29,Junio,2020,40.85,43.25,41.35,42.75,44.76,49.95,0.17,0.63,7.1,9.1
30,Junio,2020,40.85,43.25,41.45,42.65,44.78,49.97,0.17,0.63,7.13,9.13
1,Julio,2020,41,43.4,41.6,42.8,44.94,50.14,0.17,0.63,7.18,9.18
2,Julio,2020,41.06,43.46,41.66,42.86,45.08,50.3,0.17,0.63,7.25,9.25
3,Julio,2020,41.45,43.65,41.95,43.15,45.44,50.45,0.17,0.63,7.33,9.33
6,Julio,2020,41.7,44.1,42.2,43.6,45.76,51,0.17,0.63,7.48,9.48
7,Julio,2020,42,44.4,42.6,43.8,46.37,51.67,0.18,0.64,7.48,9.48
8,Julio,2020,42.35,44.75,42.95,44.15,46.63,51.94,0.18,0.64,7.49,9.49
